,MSZoning,Street,MSSubClass,LotArea,LandSlope,BldgType,HouseStyle,RoofStyle,RoofMatl,ExteriorComb,ExteriorCondComb,MasVnrType,MasVnrArea,Foundation,BsmtCondComb,TotalBsmtSF,LowQualFinSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,KitchenAbvGr,KitchenQual,TotalBaths,1stFlrSF,2ndFlrSF,FireplaceComb,HeatingCOmb,CentralAir,TotalPorchArea,WoodDeckSF,GarageArea,PoolArea,Utilities,Electrical,MiscVal,SaleType,SaleCondition,OverallCondComb
479,6,2,30,5925,3,65,50,5,80,34,9,4,435.0,2,6,907,0,1131,2,7,1,3,1.0,1131,0,0,9,1,72,0,672,0,4,6,0,10,3,28
480,10,2,20,16033,3,65,50,5,80,36,12,3,378.0,4,15,1833,0,1850,3,8,1,4,2.0,1850,0,4,15,1,112,519,772,0,4,6,0,10,6,45
481,10,2,20,11846,3,65,50,5,80,36,12,3,562.0,4,15,1792,0,1792,2,6,1,5,2.0,1792,0,4,15,1,49,206,874,0,4,6,0,10,6,45
482,6,2,70,2500,3,65,80,3,80,34,12,0,0.0,4,9,910,0,1826,4,7,1,5,1.5,916,910,4,15,1,0,0,164,0,4,6,0,10,6,56
483,6,2,120,4500,3,80,50,5,80,36,9,3,116.0,4,15,1216,0,1216,2,5,1,3,2.0,1216,0,0,15,1,125,0,402,0,4,6,0,10,6,30
484,10,2,20,7758,3,65,50,3,80,17,12,0,0.0,3,9,999,0,999,3,6,1,4,1.0,999,0,0,12,1,132,0,264,0,4,6,0,10,6,35
485,10,2,20,9600,3,65,50,3,80,4,12,0,0.0,3,9,1113,0,1113,3,5,1,4,1.0,1113,0,4,12,1,200,0,264,0,4,6,0,10,6,35
486,10,2,20,10289,3,65,50,5,80,4,9,3,168.0,3,9,1073,0,1073,3,6,1,3,1.5,1073,0,0,9,1,0,0,515,0,4,6,0,10,6,35
487,10,2,20,12243,3,65,50,3,80,22,9,0,0.0,3,12,1484,0,1484,3,7,1,3,2.0,1484,0,3,12,1,180,224,487,0,4,6,0,10,6,30
488,10,2,190,10800,3,70,75,3,80,8,6,0,0.0,3,6,954,0,2414,3,10,2,3,2.0,1766,648,4,9,0,0,142,520,0,4,4,0,2,6,20
489,6,2,180,1526,3,80,65,3,80,20,12,0,0.0,3,12,630,0,630,1,3,1,4,1.0,630,0,0,9,1,0,0,286,0,4,6,0,10,6,32
490,6,2,160,2665,3,85,80,3,80,20,9,0,0.0,4,12,264,0,1304,3,4,1,3,1.5,616,688,4,9,1,24,141,336,0,4,6,0,10,6,30
491,10,2,50,9490,3,65,75,3,80,8,9,0,0.0,3,9,806,0,1578,3,5,1,2,1.0,958,620,6,9,1,32,0,240,0,4,4,0,10,6,42
492,10,2,60,15578,3,65,80,3,80,36,12,0,0.0,4,12,728,0,1456,3,8,1,3,2.5,728,728,0,12,1,0,0,429,0,4,6,0,7,2,30
493,10,2,20,7931,3,65,50,3,80,12,9,0,0.0,3,9,1269,0,1269,3,6,1,3,1.5,1269,0,2,9,1,0,0,308,0,4,4,0,10,6,30
494,6,2,30,5784,3,65,50,3,80,4,9,0,0.0,2,6,190,0,886,2,4,1,3,1.0,886,0,0,12,1,100,144,273,0,4,4,0,10,6,40
495,20,2,30,7879,3,65,50,3,80,8,9,0,0.0,3,9,720,0,720,2,4,1,3,1.0,720,0,0,9,0,638,0,0,0,4,4,0,10,1,20
496,10,2,20,12692,3,65,50,5,80,16,12,0,0.0,4,12,3200,0,3228,4,10,1,4,3.0,3228,0,4,15,1,366,264,546,0,4,6,0,10,6,40
497,10,2,50,9120,3,65,75,3,80,8,12,0,0.0,4,9,1026,0,1820,4,8,1,3,2.0,1133,687,0,15,1,100,0,240,0,4,6,0,10,6,42
498,10,2,20,7800,3,65,50,5,80,12,9,3,89.0,4,9,864,0,899,3,5,1,4,1.0,899,0,0,15,1,0,64,288,0,4,6,0,10,6,35
499,10,2,20,7535,3,65,50,3,80,4,9,0,0.0,3,9,912,0,912,2,5,1,3,1.0,912,0,0,6,1,285,12,297,0,4,6,480,10,6,35
500,6,2,160,1890,3,80,80,3,80,12,9,3,285.0,3,9,672,0,1218,3,7,1,3,1.5,672,546,0,9,1,28,144,264,0,4,6,0,10,6,30
501,1,2,60,9803,3,65,80,3,80,36,12,0,0.0,4,12,866,0,1768,3,7,1,4,2.5,866,902,0,12,1,108,0,603,0,4,6,0,10,6,35
502,10,2,20,9170,3,65,50,5,80,4,9,0,0.0,3,9,1214,0,1214,2,6,1,3,1.0,1214,0,0,15,1,184,0,461,0,4,6,400,10,6,35
503,10,2,20,15602,3,65,50,3,80,12,9,0,0.0,3,9,1501,0,1801,1,6,1,3,2.0,1801,0,6,9,1,215,0,484,0,4,6,0,10,6,56
504,10,2,160,2308,3,85,80,3,80,18,9,0,0.0,3,9,855,0,1322,3,6,1,3,2.5,855,467,2,9,1,0,260,440,0,4,6,0,10,6,30
505,6,2,90,7596,3,75,80,5,80,8,9,3,360.0,3,9,960,0,1960,4,10,2,3,2.0,960,1000,0,12,1,0,0,400,0,4,6,0,6,6,25
506,10,2,60,9554,3,65,80,3,80,36,12,3,125.0,4,12,777,0,1911,3,8,1,4,2.5,1065,846,3,15,1,81,182,471,0,4,6,0,10,6,40
507,1,2,20,7862,3,65,50,3,80,36,12,0,0.0,4,12,1218,0,1218,2,4,1,4,2.0,1218,0,0,15,1,102,0,676,0,4,6,0,7,2,30
508,6,2,70,9600,3,65,80,2,80,4,15,0,0.0,2,9,689,0,1378,3,7,1,4,2.0,689,689,4,15,1,116,0,360,0,4,6,0,10,6,63
509,10,2,20,9600,3,65,50,3,80,4,9,3,132.0,3,9,1041,0,1041,3,6,1,3,1.0,1041,0,0,15,1,88,224,270,0,4,6,0,10,6,30
510,10,2,20,14559,3,65,50,5,80,8,12,4,70.0,3,9,1008,0,1363,2,6,1,3,1.0,1363,0,6,15,1,210,324,288,0,4,6,2000,10,6,35
511,10,2,120,6792,3,85,50,3,80,36,12,5,94.0,4,12,1368,0,1368,2,6,1,4,2.0,1368,0,4,15,1,35,132,474,0,4,6,0,7,2,35
512,10,2,20,9100,3,65,50,3,80,36,9,0,0.0,3,9,864,0,864,3,5,1,3,1.0,864,0,0,9,1,0,0,624,0,4,6,0,10,6,25
513,10,2,20,9187,3,65,50,3,80,36,12,0,0.0,4,9,1084,0,1080,3,5,1,3,1.5,1080,0,0,9,1,158,120,484,0,4,6,0,10,6,30
514,10,2,45,10594,3,65,70,3,80,8,9,0,0.0,2,9,768,0,789,2,5,1,3,1.0,789,0,0,10,0,112,0,200,0,4,6,0,10,6,25
515,10,2,20,12220,3,65,50,5,80,20,15,3,305.0,3,15,2006,0,2020,3,9,1,5,2.5,2020,0,4,15,1,54,156,900,0,4,6,0,7,2,50
516,10,2,80,10448,3,65,55,3,80,12,9,3,333.0,3,9,689,0,2119,3,7,1,3,2.5,1378,741,3,9,1,104,0,583,0,4,6,0,6,1,36
517,10,2,60,10208,3,65,80,3,80,36,12,3,921.0,4,12,1264,0,2344,3,7,1,4,2.5,1277,1067,3,15,1,0,220,889,0,4,6,0,10,6,35
518,10,2,60,9531,3,65,80,3,80,36,9,0,0.0,4,12,794,0,1796,3,7,1,3,2.5,882,914,0,15,1,36,0,546,0,4,6,0,10,6,30
519,10,2,70,10918,3,65,80,2,80,4,12,0,0.0,2,12,1276,0,2080,3,9,1,4,1.5,1276,804,8,15,1,145,0,282,0,4,6,0,10,6,63
520,10,2,190,10800,3,70,80,3,80,4,9,0,0.0,2,9,0,0,1294,3,7,2,3,2.0,694,600,0,9,0,324,220,0,0,4,4,0,10,6,28
521,10,2,20,11988,3,65,50,3,80,36,9,0,0.0,3,9,1244,0,1244,3,6,1,3,1.5,1244,0,8,15,1,40,0,336,0,4,4,0,10,6,36
522,6,2,50,5000,3,65,75,3,80,20,12,0,0.0,3,9,1004,0,1664,3,7,1,3,2.0,1004,660,8,15,1,60,0,420,0,4,6,0,10,6,42
523,10,2,60,40094,3,65,80,5,80,20,15,5,762.0,4,15,3138,0,4676,3,11,1,5,3.5,3138,1538,4,15,1,406,208,884,0,4,6,0,7,2,50
524,10,2,60,11787,3,65,80,3,80,36,12,3,594.0,4,12,1379,0,2398,3,8,1,4,2.5,1383,1015,3,15,1,60,239,834,0,4,6,0,10,6,35
525,1,2,20,7500,3,65,50,3,80,36,12,0,0.0,4,12,1257,0,1266,3,6,1,4,2.0,1266,0,3,15,1,144,38,453,0,4,6,0,10,6,35
526,10,2,20,13300,3,65,50,5,80,8,9,0,0.0,3,12,928,0,928,2,4,1,3,1.0,928,0,0,9,1,156,261,252,0,4,6,0,10,6,35
527,10,2,60,14948,3,65,80,5,80,36,15,5,268.0,4,15,1452,0,2713,3,11,1,5,2.5,1476,1237,4,15,1,66,126,858,0,4,6,0,7,2,45
528,10,2,30,9098,3,65,50,3,80,8,9,0,0.0,2,9,528,0,605,2,5,1,3,1.0,605,0,0,15,1,144,0,0,0,4,6,0,10,6,28
529,10,2,20,32668,3,65,50,5,80,17,12,0,0.0,4,9,2035,0,2515,4,9,2,3,3.0,2515,0,6,9,1,200,0,484,0,4,6,0,10,3,18
530,10,2,80,10200,3,65,55,3,80,12,12,3,219.0,3,12,1461,0,1509,3,5,1,4,2.0,1509,0,2,15,1,0,224,600,0,4,6,0,10,1,30
531,6,2,70,6155,3,65,80,3,80,8,9,0,0.0,2,4,611,0,1362,3,6,1,3,2.0,751,611,0,15,1,84,0,502,0,4,6,0,10,6,48
532,10,2,20,7200,3,65,50,3,80,36,9,0,0.0,5,9,0,0,827,2,5,1,3,1.0,827,0,1,15,1,0,0,392,0,4,6,0,10,6,35
533,10,2,20,5000,2,65,50,3,80,36,4,0,0.0,5,9,0,0,334,1,2,1,2,1.0,334,0,0,6,0,0,0,0,0,4,3,0,10,6,3
534,10,2,60,9056,3,65,80,3,80,36,12,0,0.0,4,20,707,0,1414,3,6,1,4,2.5,707,707,4,15,1,35,100,403,0,4,6,0,10,6,40
535,10,2,190,7000,3,70,80,3,80,4,9,0,0.0,3,12,1117,0,1347,3,5,1,3,1.0,820,527,0,9,1,148,85,0,0,4,6,0,10,6,35
536,10,2,60,8924,3,65,80,3,80,36,9,0,0.0,4,12,880,0,1724,3,8,1,4,2.5,880,844,0,15,1,155,120,527,0,4,6,0,10,6,35
537,10,2,20,12735,3,65,50,5,80,4,9,0,0.0,3,9,864,0,864,3,5,1,3,1.0,864,0,0,9,1,0,216,576,0,4,6,0,6,6,20
538,10,2,20,11553,3,65,50,5,80,22,9,3,188.0,3,9,1051,0,1159,3,7,1,3,1.5,1159,0,2,9,1,0,466,336,0,4,6,0,10,6,25
539,10,2,20,11423,3,65,50,3,80,36,12,3,479.0,4,12,1581,0,1601,3,6,1,4,2.0,1601,0,3,15,1,0,180,670,0,4,6,2000,10,6,40
540,10,2,20,14601,3,65,50,5,80,36,15,3,584.0,4,15,1838,0,1838,2,8,1,5,2.0,1838,0,4,15,1,68,270,765,0,4,6,0,10,6,45
541,10,2,60,11000,3,65,80,3,80,36,12,3,72.0,4,12,969,0,2285,4,8,1,4,2.5,997,1288,3,15,1,56,0,648,0,4,6,0,10,6,40
542,10,2,20,10140,3,65,50,5,80,36,12,0,0.0,4,15,1650,0,1680,3,7,1,4,2.0,1680,0,3,15,1,73,78,583,0,4,6,0,10,6,35
543,4,2,120,4058,3,85,65,3,80,4,9,3,182.0,4,12,723,0,767,1,4,1,3,1.0,767,0,0,15,1,40,120,367,0,4,6,0,10,6,35
544,10,2,60,17104,3,65,80,3,80,36,12,0,0.0,4,16,654,0,1496,3,7,1,4,2.5,664,832,4,15,1,24,100,426,0,4,6,0,7,2,35
545,10,2,50,13837,3,65,75,3,80,12,16,3,178.0,4,16,1204,0,2183,4,9,1,4,2.5,1377,806,0,12,1,0,0,786,0,4,6,0,10,6,35
546,10,2,50,8737,3,65,75,3,80,12,9,0,0.0,2,12,1065,0,1635,3,6,1,3,1.5,915,720,4,15,1,182,0,440,0,4,4,0,10,6,42
547,10,2,85,7244,3,65,65,3,80,36,12,0,0.0,3,12,768,0,768,2,5,1,3,1.0,768,0,0,15,1,0,104,624,0,4,6,0,10,6,35
548,6,2,20,8235,3,65,50,3,80,4,12,0,0.0,3,9,825,0,825,2,4,1,3,1.0,825,0,0,9,1,50,140,720,0,4,6,0,10,6,35
549,1,2,60,9375,3,65,80,3,80,36,12,0,0.0,4,12,912,0,2094,4,8,1,4,2.5,912,1182,4,15,1,182,182,615,0,4,6,0,10,6,35
550,10,2,120,4043,3,85,50,3,80,22,9,0,0.0,3,12,1069,0,1069,2,4,1,3,2.0,1069,0,0,9,1,255,0,440,0,4,6,0,6,1,36
551,6,2,20,6000,3,65,50,5,80,16,9,0,0.0,3,9,928,0,928,3,5,1,3,1.0,928,0,0,12,1,0,0,288,0,4,4,0,10,6,30
552,10,2,20,11146,3,65,50,3,80,36,12,5,250.0,4,15,1709,0,1717,3,7,1,4,2.0,1717,0,4,15,1,39,169,908,0,4,6,0,10,6,40
553,10,2,20,8777,3,65,50,3,80,36,9,0,0.0,3,9,0,0,1126,2,5,1,4,2.0,1126,0,0,15,1,96,0,520,0,4,6,0,10,6,20
554,10,2,60,10625,3,65,80,3,80,36,12,3,292.0,4,12,998,0,2046,3,8,1,4,2.5,1006,1040,4,15,1,62,320,871,0,4,6,0,10,6,35
555,6,2,45,6380,3,65,70,3,80,4,9,0,0.0,2,6,993,0,1048,2,5,1,3,1.0,1048,0,4,9,1,116,0,280,0,4,4,0,10,6,30
556,10,2,20,14850,3,65,50,3,80,8,9,0,0.0,3,9,1092,0,1092,2,6,1,3,1.0,1092,0,3,9,1,122,268,299,0,4,4,0,10,6,25
557,20,2,50,11040,2,65,75,3,80,4,9,0,0.0,3,9,637,0,1336,3,7,1,3,1.5,897,439,0,12,1,167,0,570,0,4,6,0,6,6,24
558,10,2,60,21872,3,65,80,3,80,12,9,0,0.0,4,12,729,0,1446,3,6,1,3,2.5,729,717,3,15,1,22,264,406,0,4,6,0,10,6,35
559,10,2,120,3196,3,85,50,3,80,36,12,3,18.0,4,12,1374,0,1557,2,7,1,4,2.0,1557,0,3,15,1,20,143,420,0,4,6,0,10,6,35
560,10,2,20,11341,3,65,50,5,80,8,9,3,180.0,3,12,1392,0,1392,3,5,1,3,1.5,1392,0,4,9,1,95,0,528,0,4,6,0,10,6,30
561,10,2,20,10010,2,65,50,3,80,12,9,0,0.0,3,12,1389,0,1389,2,6,1,3,1.0,1389,0,3,12,1,38,240,418,0,4,6,0,10,6,25
562,10,2,30,13907,3,65,50,3,80,10,9,0,0.0,3,9,996,0,996,3,6,1,3,1.0,996,0,4,15,1,0,144,0,0,4,6,0,10,6,30
563,10,2,50,21780,3,65,75,3,80,8,9,0,0.0,2,12,1163,0,1674,4,8,1,3,2.0,1163,511,4,15,1,180,72,396,0,4,6,0,10,6,42
564,10,2,60,13346,3,65,80,3,80,12,12,0,0.0,4,12,1095,0,2295,4,9,1,4,2.5,1166,1129,3,15,1,40,0,590,0,4,6,0,10,6,35
565,10,2,70,6858,3,65,80,3,80,8,9,0,0.0,4,12,806,0,1647,4,6,1,2,1.5,841,806,0,9,0,202,0,216,0,4,3,0,10,6,24
566,10,2,60,11198,3,65,80,5,80,36,12,3,245.0,4,16,1122,0,2504,4,11,1,5,2.5,1134,1370,4,15,1,39,144,656,0,4,6,0,10,6,45
567,10,2,20,10171,3,65,50,3,80,36,12,3,168.0,4,12,1517,0,1535,3,7,1,4,2.0,1535,0,0,15,1,0,0,532,0,4,6,0,10,6,35
568,10,2,50,12327,2,65,75,3,80,8,12,0,0.0,3,12,1496,0,2132,1,5,1,4,1.5,1496,636,4,15,1,40,349,612,0,4,6,0,10,6,64
569,10,2,90,7032,3,75,65,3,80,4,9,0,0.0,3,12,943,0,943,2,4,1,3,1.0,943,0,6,9,1,0,42,600,0,4,6,0,10,6,25
570,10,2,90,13101,3,75,50,3,80,12,9,3,108.0,3,9,1728,0,1728,6,10,2,3,2.0,1728,0,0,9,1,0,0,576,0,4,6,0,10,6,25
571,10,2,20,7332,3,65,50,3,80,10,9,3,207.0,3,9,864,0,864,2,4,1,4,1.0,864,0,0,15,1,0,168,288,0,4,6,0,10,1,36
572,10,2,60,13159,3,65,80,3,80,36,9,0,0.0,4,15,846,0,1692,3,6,1,4,2.5,846,846,0,12,1,114,208,650,0,4,6,0,7,2,35
573,10,2,80,9967,3,65,55,3,80,36,9,0,0.0,4,12,384,0,1430,3,8,1,3,2.5,774,656,3,15,1,0,100,400,0,4,6,0,10,6,35
574,10,2,80,10500,3,65,55,2,80,14,9,3,82.0,3,9,372,0,1109,3,5,1,3,1.0,576,533,0,9,1,0,35,288,0,4,6,0,10,6,35
575,10,2,50,8480,3,65,75,3,80,4,9,0,0.0,3,9,832,0,1216,2,6,1,3,1.0,832,384,0,9,1,102,158,336,0,4,6,0,6,1,25
576,10,2,50,6292,3,65,75,3,80,8,9,0,0.0,2,9,861,0,1477,3,6,1,3,2.0,877,600,4,12,1,50,0,216,0,4,6,0,10,6,49
577,10,2,80,11777,3,65,55,3,80,36,9,3,97.0,3,9,1164,0,1320,3,6,1,3,1.0,1320,0,4,15,1,308,160,564,0,4,6,0,10,1,30
578,1,2,160,3604,3,85,80,3,80,36,12,0,0.0,4,12,689,0,1392,2,5,1,4,2.0,703,689,0,15,1,102,0,540,0,4,6,0,10,1,35
579,6,2,50,12150,3,65,75,3,80,4,9,3,335.0,2,9,1050,0,1795,4,7,1,3,2.0,1050,745,0,15,0,0,0,352,0,4,3,0,10,6,25
580,10,2,20,14585,3,65,50,3,80,8,9,3,85.0,3,9,1144,0,1429,3,7,1,4,1.0,1429,0,8,15,1,110,216,572,0,4,6,0,10,6,36
581,10,2,20,12704,3,65,50,5,80,36,15,3,306.0,4,15,2042,0,2042,3,8,1,5,2.5,2042,0,4,15,1,90,0,1390,0,4,6,0,7,2,40
582,10,1,90,11841,3,75,65,3,80,12,12,3,104.0,3,12,816,0,816,3,5,1,3,1.0,816,0,0,9,1,32,0,0,0,4,6,0,10,6,30
583,6,2,75,13500,3,65,90,3,80,8,25,0,0.0,2,9,1237,0,2775,3,9,1,4,3.5,1521,1254,4,12,1,502,105,880,0,4,6,0,10,6,90
584,6,2,50,6120,3,65,75,3,80,6,9,0,0.0,2,9,884,0,1573,3,6,1,4,1.0,989,584,0,15,1,174,0,240,0,4,6,0,10,6,28
585,10,2,20,11443,3,65,50,5,80,36,12,3,208.0,4,15,1868,0,2028,2,7,1,4,2.0,2028,0,8,15,1,66,326,880,0,4,6,0,7,2,40
586,10,2,30,10267,3,65,50,3,80,22,12,0,0.0,2,12,816,0,838,2,5,1,2,1.0,838,0,0,15,1,112,0,275,0,4,6,0,10,6,42
587,10,2,85,8740,3,65,65,5,80,12,9,0,0.0,3,9,840,0,860,2,4,1,3,1.0,860,0,0,9,1,0,0,528,0,4,6,0,10,6,30
588,10,2,20,25095,1,65,50,4,55,8,9,0,0.0,3,9,1437,0,1473,1,5,1,5,1.0,1473,0,8,15,1,108,0,452,0,4,6,0,10,2,40
589,6,2,40,9100,3,65,50,3,80,36,9,0,0.0,2,9,742,156,935,2,4,1,3,1.0,779,0,0,9,1,0,0,308,0,4,4,600,10,6,30
590,10,2,60,8320,3,65,80,3,80,36,12,0,0.0,4,12,770,0,1582,3,6,1,4,2.5,770,812,0,15,1,45,0,520,0,4,6,0,10,6,35
591,10,2,60,13478,3,65,80,3,80,20,15,5,420.0,4,15,1722,0,2296,3,10,1,5,2.5,1728,568,4,15,1,274,382,842,0,4,6,0,3,6,50
592,10,2,20,6600,3,65,50,3,80,12,12,0,0.0,4,12,816,0,816,2,4,1,3,1.0,816,0,0,15,1,0,0,816,0,4,6,0,10,6,40
593,6,2,120,4435,3,85,50,3,80,36,12,3,170.0,4,12,848,0,848,1,4,1,4,1.0,848,0,0,15,1,0,140,420,0,4,6,0,10,6,30
594,10,2,20,7990,3,65,50,5,80,12,9,0,0.0,3,12,924,0,924,3,5,1,3,1.0,924,0,0,9,1,0,0,280,0,4,6,0,10,6,30
595,10,2,20,11302,3,65,50,3,80,19,12,3,238.0,4,12,1814,0,1826,3,7,1,4,2.0,1826,0,3,15,1,195,180,758,0,4,6,0,7,2,40
596,6,2,70,3600,3,65,80,3,80,36,9,0,0.0,3,9,684,0,1368,3,7,1,3,1.0,684,684,0,15,0,158,0,216,0,4,4,0,10,6,42
597,10,2,120,3922,3,85,50,3,80,36,12,3,72.0,4,15,1258,0,1402,2,7,1,4,1.0,1402,0,4,15,1,16,120,648,0,4,6,0,7,2,35
598,10,2,20,12984,3,65,50,3,80,22,9,3,459.0,3,12,1430,0,1647,3,7,1,4,2.0,1647,0,3,15,1,0,0,621,0,4,6,0,10,6,30
599,6,2,160,1950,3,80,80,3,80,4,12,0,0.0,3,12,716,0,1556,3,6,1,3,2.5,716,840,3,9,1,0,161,452,0,4,6,0,6,6,36
600,10,2,60,10927,3,65,80,3,80,36,12,3,280.0,4,12,1058,0,1904,3,8,1,5,2.5,1058,846,4,15,1,60,179,736,0,4,6,0,10,6,40
601,6,2,50,9000,3,65,75,3,80,8,12,0,0.0,4,9,780,0,1375,3,6,1,4,1.5,780,595,4,9,1,288,0,544,0,4,6,0,10,6,36
602,10,2,60,10041,3,65,80,3,80,12,12,0,0.0,4,12,908,0,1915,3,8,1,4,2.5,927,988,3,15,1,150,120,506,0,4,6,0,10,1,40
603,1,2,160,3182,3,85,80,3,80,4,12,0,0.0,4,12,600,0,1200,2,4,1,4,2.5,600,600,0,15,1,172,0,480,0,4,6,0,10,6,35
604,10,2,20,12803,3,65,50,3,80,36,12,3,99.0,4,12,1494,0,1494,3,6,1,4,2.0,1494,0,3,15,1,36,192,530,0,4,6,0,10,6,35
605,10,2,60,13600,3,65,80,3,80,12,9,3,176.0,3,9,768,0,1986,3,7,1,3,2.5,1186,800,6,9,1,231,0,486,0,4,6,0,10,6,42
606,10,2,20,12464,2,65,50,3,80,36,12,0,0.0,4,12,1040,0,1040,3,6,1,4,1.0,1040,0,0,12,1,0,168,576,0,4,6,0,10,6,25
607,10,2,20,7800,2,65,80,3,80,4,12,0,0.0,3,12,896,0,2008,3,8,1,5,3.0,1112,896,0,15,1,0,103,230,0,4,6,0,10,6,40
608,10,2,70,12168,2,65,80,3,80,12,9,0,0.0,4,12,965,0,3194,4,10,1,3,2.5,1940,1254,8,9,1,0,0,380,0,4,6,0,10,3,48
609,10,2,20,7943,3,65,50,3,80,36,6,4,192.0,3,9,1029,0,1029,3,5,1,3,1.0,1029,0,0,12,1,39,64,261,0,4,6,0,10,6,20
610,10,2,60,11050,3,65,80,5,80,36,12,3,204.0,4,15,1440,0,2153,3,8,1,5,2.5,1476,677,10,15,1,142,253,736,0,4,6,0,10,6,45
611,10,2,80,10395,3,65,55,3,80,12,9,3,233.0,3,12,1032,0,1032,3,6,1,3,2.0,1032,0,3,9,1,0,0,564,0,4,6,500,10,6,36
612,10,2,60,11885,3,65,80,3,80,36,12,3,108.0,4,12,1299,0,1872,3,7,1,5,2.5,1299,573,3,15,1,122,160,531,0,4,6,0,10,6,40
613,10,2,20,8402,3,65,50,3,80,36,9,0,0.0,4,12,1120,0,1120,3,6,1,3,1.0,1120,0,0,15,1,30,0,0,0,4,6,0,7,2,25
614,6,2,180,1491,3,85,65,3,80,20,9,0,0.0,3,12,630,0,630,1,3,1,3,1.0,630,0,0,15,1,24,96,0,0,4,6,0,10,6,24
615,10,2,85,8800,3,65,65,3,80,4,12,3,156.0,4,9,936,0,1054,3,6,1,4,1.0,1054,0,0,15,1,0,120,480,0,4,6,0,10,1,42
616,10,2,60,7861,3,65,80,3,80,36,12,0,0.0,4,12,783,0,1509,3,7,1,4,2.5,807,702,4,15,1,75,100,393,0,4,6,0,10,6,30
617,10,2,45,7227,2,65,70,3,80,4,9,0,0.0,3,9,832,0,832,2,4,1,4,1.0,832,0,0,12,1,0,0,528,0,4,6,0,10,6,36
618,10,2,20,11694,3,65,50,5,80,20,15,3,452.0,4,15,1822,0,1828,3,9,1,4,2.0,1828,0,4,15,1,368,0,774,0,4,6,0,7,2,45
619,10,2,60,12244,3,65,80,5,80,36,12,5,226.0,4,12,1482,0,2262,4,10,1,4,2.5,1482,780,8,15,1,0,168,749,0,4,6,0,10,6,40
620,10,2,30,8248,3,65,50,3,80,34,9,0,0.0,2,9,864,0,864,2,5,1,3,1.0,864,0,0,9,0,100,0,0,0,4,3,0,10,6,9
621,10,2,60,10800,3,65,80,3,80,12,9,0,0.0,3,9,1522,0,2614,4,9,1,3,2.5,1548,1066,3,9,1,243,38,624,0,4,6,0,10,6,42
622,10,2,20,7064,3,65,50,3,80,22,9,3,153.0,3,9,980,0,980,3,6,1,3,1.0,980,0,0,9,1,0,192,484,0,4,6,0,10,6,30
623,1,2,160,2117,3,85,80,3,80,4,12,3,513.0,4,12,756,0,1512,2,4,1,4,2.5,756,756,3,15,1,32,0,440,0,4,6,0,10,6,30
624,10,2,60,10400,3,65,80,3,80,36,9,0,288.0,3,9,732,0,1790,4,8,1,3,2.0,1012,778,3,12,1,147,148,484,0,4,6,0,10,6,30
625,10,2,20,10000,3,65,50,5,80,8,9,3,261.0,3,9,1116,0,1116,3,5,1,3,1.5,1116,0,0,9,1,385,0,440,0,4,6,0,10,6,36
626,10,2,20,12342,3,65,50,5,80,8,9,0,0.0,3,9,978,0,1422,3,6,1,3,1.0,1422,0,3,9,1,36,0,286,0,4,6,600,10,6,25
627,10,2,80,9600,3,65,55,3,80,6,9,3,164.0,3,9,1156,0,1520,3,7,1,3,1.0,1520,0,8,15,1,189,0,364,0,4,6,0,10,6,36
628,10,2,60,11606,1,65,80,3,80,22,9,3,192.0,4,12,1040,0,2080,5,9,1,2,2.0,1040,1040,6,9,1,0,335,504,0,4,6,0,10,4,25
629,10,2,80,9020,3,65,55,3,45,15,9,3,259.0,3,9,1248,0,1350,3,6,1,3,1.5,1350,0,0,9,1,0,176,520,0,4,6,0,10,6,30
630,6,2,70,9000,3,65,80,3,80,36,9,0,0.0,2,4,636,0,1750,3,8,1,5,1.0,1089,661,0,9,1,293,0,240,0,4,4,0,10,1,30
631,10,2,120,4590,3,80,50,3,80,36,12,5,108.0,4,16,1554,0,1554,2,6,1,4,2.0,1554,0,4,15,1,73,156,627,0,4,6,0,10,6,40
632,10,2,20,11900,3,65,50,5,80,22,12,3,209.0,3,9,1386,0,1411,3,6,1,3,2.0,1411,0,3,9,1,0,192,544,0,4,6,0,10,4,35
633,10,2,20,9250,3,65,50,3,80,8,9,0,0.0,3,9,1056,0,1056,3,6,1,3,1.0,1056,0,0,9,1,0,390,260,0,4,6,0,10,6,35
634,10,2,90,6979,3,75,65,3,80,22,9,0,0.0,3,9,1056,0,1056,0,4,2,3,0.0,1056,0,0,12,1,56,264,576,0,4,6,600,10,6,30
635,4,2,190,10896,3,70,100,5,80,36,6,0,0.0,3,6,1440,515,3395,8,14,2,2,2.0,1440,1440,0,15,1,110,0,0,0,4,4,0,10,1,42
636,6,2,30,6120,3,65,50,3,80,6,4,0,0.0,2,6,264,0,800,1,4,1,2,1.0,800,0,1,10,0,0,0,0,0,4,4,0,4,6,6
637,6,2,190,6000,3,70,75,3,80,8,9,0,0.0,3,9,811,0,1387,3,7,2,4,2.0,811,576,0,9,1,0,0,256,0,4,4,0,10,6,20
638,10,2,30,8777,3,65,50,3,80,6,9,0,0.0,3,6,796,0,796,2,4,1,3,1.0,796,0,0,12,1,164,328,0,0,4,4,0,10,6,35
639,10,2,120,3982,3,85,50,5,80,36,12,0,0.0,4,16,1520,0,1567,1,7,1,5,2.0,1567,0,4,15,1,0,312,648,0,4,6,0,7,2,40
